body,Animat/LFTarsus1,Animat/LFTarsus1,Animat/LFTarsus1,Animat/LFTarsus2,Animat/LFTarsus2,Animat/LFTarsus2,Animat/LFTarsus3,Animat/LFTarsus3,Animat/LFTarsus3,Animat/LFTarsus4,Animat/LFTarsus4,Animat/LFTarsus4,Animat/LFTarsus5,Animat/LFTarsus5,Animat/LFTarsus5,Animat/LHTarsus1,Animat/LHTarsus1,Animat/LHTarsus1,Animat/LHTarsus2,Animat/LHTarsus2,Animat/LHTarsus2,Animat/LHTarsus3,Animat/LHTarsus3,Animat/LHTarsus3,Animat/LHTarsus4,Animat/LHTarsus4,Animat/LHTarsus4,Animat/LHTarsus5,Animat/LHTarsus5,Animat/LHTarsus5,Animat/LMTarsus1,Animat/LMTarsus1,Animat/LMTarsus1,Animat/LMTarsus2,Animat/LMTarsus2,Animat/LMTarsus2,Animat/LMTarsus3,Animat/LMTarsus3,Animat/LMTarsus3,Animat/LMTarsus4,Animat/LMTarsus4,Animat/LMTarsus4,Animat/LMTarsus5,Animat/LMTarsus5,Animat/LMTarsus5,Animat/RFTarsus1,Animat/RFTarsus1,Animat/RFTarsus1,Animat/RFTarsus2,Animat/RFTarsus2,Animat/RFTarsus2,Animat/RFTarsus3,Animat/RFTarsus3,Animat/RFTarsus3,Animat/RFTarsus4,Animat/RFTarsus4,Animat/RFTarsus4,Animat/RFTarsus5,Animat/RFTarsus5,Animat/RFTarsus5,Animat/RHTarsus1,Animat/RHTarsus1,Animat/RHTarsus1,Animat/RHTarsus2,Animat/RHTarsus2,Animat/RHTarsus2,Animat/RHTarsus3,Animat/RHTarsus3,Animat/RHTarsus3,Animat/RHTarsus4,Animat/RHTarsus4,Animat/RHTarsus4,Animat/RHTarsus5,Animat/RHTarsus5,Animat/RHTarsus5,Animat/RMTarsus1,Animat/RMTarsus1,Animat/RMTarsus1,Animat/RMTarsus2,Animat/RMTarsus2,Animat/RMTarsus2,Animat/RMTarsus3,Animat/RMTarsus3,Animat/RMTarsus3,Animat/RMTarsus4,Animat/RMTarsus4,Animat/RMTarsus4,Animat/RMTarsus5,Animat/RMTarsus5,Animat/RMTarsus5
coordinate,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,1467.8304868028451,148.91157285505452,1311.320041097264,1685.9233135655695,148.33597599681337,1368.7087023013735,1832.7748227292484,148.5421948702697,1413.9763271167437,1926.876959870072,149.09404991494557,1443.07457783421,2010.1690593379053,149.0341517383004,1468.1991237492125,-1490.8389724298013,818.3769195362479,1314.9286941704222,-1785.786184271978,991.8953820776629,1400.516874881049,-1929.0749060207695,1078.2003037357922,1452.1329764673824,-2009.3081863464533,1124.7172124255449,1479.5588832761985,-2069.8767723280616,1160.9165523719066,1499.4237791750365,-52.35418295882673,878.9297473041025,409.2900431995789,-80.87557725882911,880.1740907410816,116.34058633029105,-96.45926938925517,884.3939750672153,-42.00358646298105,-105.18008360160567,880.791523413872,-131.24073032217353,-111.50085846008058,878.141095452086,-194.1466214264002,1468.873282179481,-187.3584149908347,1311.187458080381,1686.3474250258762,-186.53720652431898,1370.5379423531765,1833.17759297111,-186.41998535188665,1415.8992101003512,1927.1992675026045,-186.76152934394491,1445.2751894433748,2010.3845851257274,-186.63745767904072,1470.8296073403392,-1491.7012580768558,-854.6862056792571,1315.7910006142897,-1785.5684057013395,-1028.4863660978228,1404.4674083124505,-1930.1670771964757,-1114.0474643094233,1453.609157359599,-2010.1482111038201,-1161.9167686610672,1479.3957569968716,-2071.0153232539305,-1197.6669471533276,1499.162176818768,-49.58506897707164,-849.0374855869137,411.9972922553163,-78.72346611053827,-821.908990768576,124.77330366985609,-94.47264975584359,-809.3022242883711,-34.103088175620684,-103.34512529635539,-796.1769201194526,-125.17189131335277,-109.77797360204875,-789.1469487442722,-188.19831688739418
1,1468.5985106867813,151.4529968385145,1308.0669535095024,1687.6718296063423,151.36772651831902,1361.5939980612036,1834.0225310468581,151.98709111361435,1408.4518117283615,1927.2820007039138,152.82170300969113,1440.1409217749506,2009.7985790672615,153.01025328408522,1467.7053730298844,-1491.2922866140743,818.5993876544271,1310.5480326691784,-1787.7475599162476,992.7022799760662,1389.480314469079,-1929.7675000017573,1078.4412320060912,1445.3693827086763,-2008.8195599851008,1124.4524620526713,1476.7878637691445,-2068.6367088292627,1160.3394033295253,1499.3177563428437,-53.36907588380365,883.8471221799338,415.8079015326755,-81.13305317157977,888.2028792422069,122.81542458319058,-96.31317172402547,892.504397837619,-35.5657513192331,-104.7329302711916,883.9444418838381,-124.49343498784097,-110.84988296639283,878.5055086369665,-187.23998065905477,1471.1804231565438,-187.89447099356775,1307.8678023540897,1689.3103290748313,-187.52540559787678,1364.7656503656617,1835.555738487181,-187.79795275712513,1411.9775399181879,1928.847635383673,-188.4051663839012,1443.5907232667896,2011.40266813896,-188.51275569722148,1471.1133635326457,-1492.5773010102002,-856.1581384401377,1312.2351357639445,-1787.148272399367,-1030.4318727275995,1397.5844758262178,-1930.7610568875227,-1115.8349130862896,1449.7963294017889,-2009.9999660161109,-1163.5490016020947,1478.044547722333,-2070.395495630316,-1199.2120089423554,1499.354683019094,-49.69712373709052,-853.1657340199574,416.83405156825484,-78.6584786004149,-828.7094813981628,129.3523083744716,-94.29290782076961,-815.6266273288071,-29.496924499883505,-103.03035762292859,-798.5723965704076,-119.92552352074982,-109.38902567735582,-789.4008117678998,-182.68364433617984
2,1469.0973250051024,155.34257124028375,1304.8212767916962,1689.0796507174555,156.00345653236064,1354.4761903120507,1835.3952589430282,157.22242681521496,1401.4317334068678,1927.8895219024932,158.4813114639662,1435.2762526426861,2009.2811721438109,159.06214267097428,1465.9989174862521,-1491.308238700163,818.6708548359177,1306.539715106879,-1789.1459783971832,993.3613196804902,1378.6769010661508,-1930.6324104827413,1078.8066580171285,1436.340606445057,-2008.50429141068,1124.249688680358,1471.3303700201677,-2067.094403955795,1159.5670777548191,1497.6636313136216,-54.816674323524765,891.5103499095111,426.061671673291,-81.47230664067733,900.351939322481,133.06729260461105,-96.01116966256424,900.5322684261332,-25.432312710899595,-103.92538348757493,886.8606436933452,-113.76548880734174,-109.70881474835427,878.5698288785978,-176.2310185927232,1473.6562869970694,-188.80494755691618,1304.1467962770469,1692.4308181948995,-188.9699532596685,1358.5143826297883,1838.3951428569412,-189.72683454339173,1406.5830795950294,1930.9352933591197,-190.68800966321552,1440.3252903078699,2012.5256376283255,-191.12286873472772,1470.5852862680645,-1493.2825076909992,-858.060178055343,1308.2349727113456,-1788.5366800379347,-1032.8706684112426,1390.0528660475586,-1931.410641884193,-1118.2795447718506,1444.2445968735683,-2009.7874468228385,-1165.8458349024813,1475.032992282975,-2069.3758904801875,-1201.3455536073075,1498.7517466910638,-49.735318327078176,-859.1748232201828,423.9312799023718,-78.45013845277322,-838.2667604816678,136.14501710439163,-93.88934859282931,-821.511827591993,-22.378098706934566,-102.45103034572773,-800.9767142198663,-112.09726088000997,-108.7049631986973,-789.6055471894284,-174.50493059885568
3,1469.333239997199,160.5831955584057,1301.5119629554745,1690.1427694251138,162.25560410144504,1347.3227214668432,1836.575724536312,164.26373154390706,1393.883683740787,1928.437409302202,166.0798129262556,1429.385200238849,2008.6784517052645,167.18264932646926,1462.9854843883973,-1490.8673580677616,818.5594285149574,1302.9334389695894,-1789.9112107337598,993.820809438084,1368.38627567787,-1931.3535493130025,1079.1830503598212,1426.280765120677,-2008.2610674731668,1124.1113632114505,1463.964485543514,-2065.470314426566,1158.723875465068,1494.008386221581,-56.78837528789018,900.7782374820297,439.11728721010763,-82.10336597750631,914.9724385135966,146.2144389704972,-95.73938699806197,909.0002730916048,-12.25299652533829,-102.99560418145121,891.4172453090965,-99.9483929197572,-108.29945858945919,879.4691095837843,-161.8615521019306,1476.1608667364947,-190.0927526421538,1300.0498399154833,1695.5588098247042,-190.84726604020358,1351.8391288827022,1841.3620735336788,-192.15838476302264,1400.3823655976726,1933.1838242955266,-193.5437043001454,1436.019243591903,2013.6863768255682,-194.38832480750196,1469.0565919757707,-1493.750656712265,-860.338146028618,1303.8968407569891,-1789.630548599329,-1035.7370511532974,1382.1158611719945,-1931.9495804894973,-1121.285300774919,1437.5340799566895,-2009.4503631009493,-1168.745066754188,1470.6188212866946,-2068.030317800326,-1204.0466103589367,1496.9964990244916,-49.73719662676163,-865.6140196638652,432.299300243217,-78.1637925823235,-848.4677372968814,144.23584424623067,-93.32885735325854,-825.8559598890752,-13.584951485417491,-101.71737302958394,-803.2679489802767,-102.82583844097536,-107.8495846910495,-789.9799978831386,-164.8658149986688
4,1469.2885832817224,167.17439372765918,1298.1541451853682,1690.8385986323333,170.12932831058365,1340.1675941232227,1837.3820260615448,173.12365609258788,1386.3262769979788,1928.7619720806729,175.62285071370772,1423.009848866926,2008.1129046030653,177.35673960946244,1458.636290818235,-1489.99922806783,818.2608267235885,1299.6468341714676,-1790.0752730905326,994.0717509174086,1358.5767708014457,-1931.6852592095422,1079.4535692327015,1416.0308930063607,-2007.938579997128,1123.9889992244625,1455.4695665955028,-2064.0454036679935,1157.984235216541,1488.1790174750986,-59.2172809455598,909.5482174218674,452.9516508162877,-82.95218647514082,928.9660887766728,160.2162700797491,-95.3200668456869,914.4182393276666,2.2006646691556853,-101.83067385887516,895.1047263895156,-85.18868432083812,-106.54878650280196,880.4303643418913,-146.56075134145783,1478.6142149474686,-191.74709584225977,1295.6379398085887,1698.6082024841414,-193.13530545688639,1344.8200045813821,1844.2557251834733,-195.06496020433426,1393.8080861458093,1935.4214224336692,-196.930801823409,1431.0703240859095,2014.9264876155737,-198.24377868958666,1466.4265319999463,-1493.962667940864,-862.96074415974,1299.2576601231694,-1790.4004030222204,-1038.9963759101997,1373.8500663772375,-1932.2393973428086,-1124.7755626589817,1430.1352299249083,-2008.9155098348724,-1172.1903833730794,1465.1496462533605,-2066.4916790452653,-1207.327561604743,1493.8542695964838,-49.502912636207576,-870.6921943227203,440.3933048330896,-77.4553689179066,-856.6875825131622,152.1136626912275,-92.21923588583603,-828.7103408097389,-4.883080622890219,-100.42520765342965,-806.0471589940089,-94.12188134331245,-106.39880605587295,-791.3534418163098,-155.85957771374902
5,1468.9235255894898,175.11391213812664,1294.8765141470099,1691.1192991748223,179.62676733914137,1333.1772082745233,1837.7722051330616,183.80449018217533,1378.894140937921,1928.8738370523138,187.10459496542828,1416.201337607543,2007.7397243727573,189.56397583164647,1452.8475310237777,-1488.727097210109,817.7727231188454,1296.676332973052,-1789.6688762271235,994.108993743991,1349.2825740253759,-1931.5425127028143,1079.564752179849,1405.9712311721541,-2007.5291058304842,1123.888390101436,1446.156243507631,-2063.111406222616,1157.5363662651905,1480.097096364293,-62.01585427293827,916.1275333699446,466.1048177038565,-83.93481126575392,939.8460589502697,173.54474956047738,-94.76070659681004,918.4747644153965,16.192902726980776,-100.46866106486564,899.010279776663,-71.21905981892218,-104.52726237026828,882.5627264235783,-132.18736177124975,1480.9581771798858,-193.7555331972126,1291.0446888337408,1701.512437630951,-195.8171929700988,1337.6249950736076,1847.005140157326,-198.4242537603896,1387.0399049376076,1937.6328836318555,-200.81209387994258,1425.563280031761,2016.3734248233375,-202.62754132828456,1462.5696586620115,-1493.9035980736935,-865.903166218638,1294.386831536724,-1790.8237497422094,-1042.6207207749628,1365.3602839079992,-1932.2070877977435,-1128.702323746445,1422.3260470897649,-2008.1822213012902,-1176.1555969964545,1458.7865290948898,-2064.9419162286827,-1211.2264337606616,1489.1504121915189,-49.05319564497228,-874.2453398460597,448.35955815338104,-76.39686109030544,-862.7215608392352,159.91173355598124,-90.67618383966106,-830.1238666384352,3.763834091952873,-98.67505685551156,-807.9732641481764,-85.62235151005977,-104.48408268293909,-792.8461096666821,-147.27100738940058
6,1468.1980809540419,184.39694284647715,1291.8446328988307,1690.9380494826346,190.74720097726748,1326.5556034046065,1837.7879688812263,196.2971402074506,1371.4873902983784,1928.8688103265529,200.50828189665964,1408.7536157654404,2007.6642371875616,203.7816295440604,1445.4876072441346,-1487.0684063757815,817.0924905712209,1294.1062247227976,-1788.7172210789547,993.9283216901134,1340.6350621704128,-1930.9962168695006,1079.5398952314615,1396.0585685408805,-2007.1451416890002,1123.8730990609877,1435.9244777516376,-2062.8348180460007,1157.5012561748592,1469.7085998478633,-65.13172533199469,920.4000341078928,479.1655559672596,-85.0901917798341,947.5141335449965,186.7602074659344,-94.1154679404884,919.2432943564822,30.38616875257074,-98.98631896537779,900.3511211215514,-57.20183672387523,-102.44151864874415,884.4014470863955,-118.33936686804535,1483.1538122941033,-196.10910645406287,1286.4310702075759,1704.2255338560335,-198.8821215609136,1330.4510825473822,1849.6338087534425,-202.2106378551448,1380.0707474182605,1939.9052867034336,-205.1450281436397,1419.384736260981,2018.1711130526792,-207.47795597095296,1457.356549616586,-1493.5583547336191,-869.1465213324001,1289.3936881255315,-1790.8786564580957,-1046.587972002625,1356.7959971604016,-1931.86721455117,-1133.0494748957867,1414.163442885638,-2007.332209229153,-1180.6427343571215,1451.4906050221562,-2063.5592990397317,-1215.7776849471215,1482.7578654517079,-48.42012800919411,-876.3603986039675,456.37674398777244,-75.06603821345173,-866.7065804110024,167.7950046118366,-88.79134897451198,-829.4287883697256,12.64779291450347,-96.55634378133465,-807.7508708895347,-76.87479689418481,-102.21649290283113,-793.3778154913401,-138.7174225333259
7,1467.082408959091,195.01438233704948,1289.1769070039472,1690.2619149850198,203.48427063601216,1320.440942478028,1837.4738329461575,210.58350472590575,1363.9474731583657,1928.814464818096,215.80998918001106,1400.441277875923,2007.8987850856238,219.9846635100113,1436.4560333387553,-1485.0455299008077,816.2199964978298,1292.0313887904879,-1787.254644811891,993.5297229979668,1332.7593036238252,-1930.1773117992184,1079.4363073227833,1386.0283308034332,-2006.8997491973569,1124.0074120775057,1424.5051634535969,-2063.2029247065643,1157.8968802830698,1456.9861776274001,-68.52425368823761,923.7182958847384,493.1483806073903,-86.49761134774079,954.0356770720967,200.92891271416443,-94.07794862655594,927.5083184837205,44.17313554856665,-97.86435122932514,905.780063511184,-42.8087257431154,-100.554788682701,888.1997217171713,-103.53615963854799,1485.1826251889952,-198.8012505503666,1281.9266147579258,1706.7260641780163,-202.32255138830627,1323.4508517149338,1852.1998131926448,-206.39483740237745,1372.8225177341012,1942.3446457956704,-209.88318088742784,1412.3810909018653,2020.429852672007,-212.73458936078688,1450.6878875923792,-1492.9161507241454,-872.6774784949727,1284.3901039537134,-1790.55080082391,-1050.8828088596017,1348.2992330851912,-1931.290924716128,-1137.8182612094229,1405.5603322388179,-2006.482106822334,-1185.6611425682245,1443.1202262459483,-2062.4723788189503,-1220.9890922644477,1474.5943007884046,-47.63466713032298,-877.0172071393174,464.4023464726124,-73.51765283563338,-868.6098355066267,175.71218697498546,-86.64882047043386,-826.9883029776283,21.621643141492086,-94.15442116329542,-805.5051300635633,-67.96998914895293,-99.6710724663124,-792.5210960058138,-130.13198536439168
8,1465.555154005981,206.9512292409498,1286.9076782486243,1689.0691251656817,217.82261532246795,1314.8645824582466,1836.824152003347,226.63790083795828,1356.1599685416838,1928.6871066091167,232.98003428671106,1391.1342429114795,2008.3541618970355,238.14318330604942,1425.7076781319183,-1482.6922058112202,815.1603357801487,1290.4798426961447,-1785.3318771668169,992.9195785872597,1325.6754704357422,-1929.178634222326,1079.2937145458363,1375.595790424818,-2006.8092885836038,1124.3031113033283,1411.6654194376447,-2064.049688632947,1158.6489575274286,1441.9550110290975,-72.14067797382117,926.2514688112512,505.6554228463922,-88.00797915856903,959.4645796095563,213.62884763853873,-94.19231287069242,936.482229369288,56.25317755037614,-96.90201985045825,913.4691187601139,-30.437954238065515,-98.79320302299055,894.7067428498293,-90.84097382498746,1487.043467016559,-201.8237211923451,1277.5985645302278,1709.0139779602407,-206.12979752102527,1316.697249311018,1854.7478337642287,-210.94663542621217,1365.2276306855474,1945.0167429399555,-214.98071932863922,1404.4499495825619,2023.2030439468847,-218.3398482875895,1442.5085796601359,-1491.9741454133678,-876.4857426437693,1279.4503718512997,-1789.8383893155633,-1055.494866322223,1339.9526638836287,-1930.553954519329,-1143.0074006470422,1396.3891314394432,-2005.7247853476583,-1191.2052580872032,1433.5336267493062,-2061.7401641123606,-1226.8343648232926,1464.6211813545387,-46.68284086825529,-876.0700559927645,472.36287453252635,-71.74164308107139,-868.2182984240696,183.58436533854535,-84.28399607482424,-823.5673675158064,30.294903917275292,-91.50765506973765,-802.0152816600497,-59.303353223552605,-96.86592141636653,-790.2889833224931,-121.72863067233374
